Date,Monthly Total Precipitation (in),Monthly Average Mean Temperature (degF),Monthly Total Snowfall (in),City
1990-01,0.52,-12.9,10.4,Fairbanks
1990-02,0.72,-21.7,16,Fairbanks
1990-03,0.11,18.52,2.6,Fairbanks
1990-04,0.07,38.12,,Fairbanks
1990-05,0.4,55.03,0,Fairbanks
1990-06,1.73,61.55,,Fairbanks
1990-07,4.87,65.24,,Fairbanks
1990-08,3.6,60.03,0,Fairbanks
1990-09,1.74,44.78,1.6,Fairbanks
1990-10,0.31,24.08,6.9,Fairbanks
1990-11,1.51,-4.83,37.3,Fairbanks
1990-12,2.94,-6.23,47.5,Fairbanks
1991-01,1.17,-4.65,20.6,Fairbanks
1991-02,0.17,-1.12,3,Fairbanks
1991-03,2.24,11.9,30.4,Fairbanks
1991-04,,35.43,,Fairbanks
1991-05,0.1,51.15,0,Fairbanks
1991-06,0.36,63.78,0,Fairbanks
1991-07,0.81,60.56,0,Fairbanks
1991-08,1.18,54.39,0,Fairbanks
1991-09,1.16,47.95,0,Fairbanks
1991-10,0.71,24.87,12.2,Fairbanks
1991-11,0.48,0.53,9.7,Fairbanks
1991-12,1.02,-2.84,18.9,Fairbanks
1992-01,0.85,-4.69,15.5,Fairbanks
1992-02,0.66,-8.66,15,Fairbanks
1992-03,0.07,13.98,1.8,Fairbanks
1992-04,0.47,26.08,11.5,Fairbanks
1992-05,1.23,41.79,14.1,Fairbanks
1992-06,2.15,60,0,Fairbanks
1992-07,2.32,64.03,0,Fairbanks
1992-08,0.59,56.48,0,Fairbanks
1992-09,1.34,31.65,24.4,Fairbanks
1992-10,0.91,17.5,16.7,Fairbanks
1992-11,0.93,10.35,18.7,Fairbanks
1992-12,1.21,-7.6,28.5,Fairbanks
1993-01,2.4,-3.84,40.2,Fairbanks
1993-02,0.31,2.36,5.4,Fairbanks
1993-03,0.26,17.19,5.2,Fairbanks
1993-04,0.03,41.12,,Fairbanks
1993-05,0.63,53.65,0,Fairbanks
1993-06,1.24,61.95,,Fairbanks
1993-07,0.35,65.6,0,Fairbanks
1993-08,1.58,56.11,0,Fairbanks
1993-09,2.63,44.07,7.5,Fairbanks
1993-10,0.61,29.26,7.3,Fairbanks
1993-11,0.86,8.42,16.3,Fairbanks
1993-12,0.43,0.6,8.5,Fairbanks
1994-01,0.47,-1.47,11.2,Fairbanks
1994-02,0.32,-6.38,8.1,Fairbanks
1994-03,0.17,10.44,4.5,Fairbanks
1994-04,0.07,34.62,0.8,Fairbanks
1994-05,0.22,51.56,0,Fairbanks
1994-06,2.41,58.4,0,Fairbanks
1994-07,1.11,64.71,0,Fairbanks
1994-08,1.38,59.55,0,Fairbanks
1994-09,0.61,43.68,0,Fairbanks
1994-10,0.82,21.02,15.3,Fairbanks
1994-11,1.67,0.32,35.3,Fairbanks
1994-12,0.48,-8.45,13.1,Fairbanks
1995-01,0.25,-9.35,5.9,Fairbanks
1995-02,0.29,-0.14,7.4,Fairbanks
1995-03,0.18,3.79,3.1,Fairbanks
1995-04,0.17,40.12,1.3,Fairbanks
1995-05,0.73,53.48,0,Fairbanks
1995-06,1.91,60.85,0,Fairbanks
1995-07,1.32,63.08,0,Fairbanks
1995-08,2.1,57.23,0.1,Fairbanks
1995-09,1.33,52.75,0,Fairbanks
1995-10,0.31,27.97,7.1,Fairbanks
1995-11,0.2,-2.7,3.2,Fairbanks
1995-12,0.06,-8.98,0.8,Fairbanks
1996-01,0.32,-16.87,5.4,Fairbanks
1996-02,1.4,-2.64,29.3,Fairbanks
1996-03,0.53,15.48,9.6,Fairbanks
1996-04,0.05,33.27,0.7,Fairbanks
1996-05,0.14,49.08,0,Fairbanks
1996-06,1.56,59.43,0,Fairbanks
1996-07,1.07,63.4,0,Fairbanks
1996-08,2.83,53.4,,Fairbanks
1996-09,1.06,41.98,7.1,Fairbanks
1996-10,1.13,13.19,16.2,Fairbanks
1996-11,0.81,-1.97,18.4,Fairbanks
1996-12,0.46,-13.45,9.4,Fairbanks
1997-01,0.25,-16.21,4.9,Fairbanks
1997-02,0.34,12.95,8.8,Fairbanks
1997-03,0.06,4.65,2.3,Fairbanks
1997-04,0.01,35.43,0.4,Fairbanks
1997-05,0.07,49.03,0,Fairbanks
1997-06,1.03,63.1,,Fairbanks
1997-07,1.08,64.81,0,Fairbanks
1997-08,1.7,58.68,0,Fairbanks
1997-09,0.48,49.7,0,Fairbanks
1997-10,0.94,17.47,19.3,Fairbanks
1997-11,0.26,10.63,7.6,Fairbanks
1997-12,0.52,-7.06,13.1,Fairbanks
1998-01,0.08,-13.6,1.3,Fairbanks
1998-02,0.11,2.07,2.3,Fairbanks
1998-03,,18.37,0.9,Fairbanks
1998-04,0.05,38.55,0.5,Fairbanks
1998-05,0.41,49.94,0.1,Fairbanks
1998-06,1.33,58.75,0,Fairbanks
1998-07,3.35,62.66,0,Fairbanks
1998-08,3.18,52.98,0,Fairbanks
1998-09,1.19,46.03,,Fairbanks
1998-10,0.27,26.08,6.2,Fairbanks
1998-11,0.21,4.95,4.6,Fairbanks
1998-12,0.56,-5.85,8.5,Fairbanks
1999-01,0.22,-17.03,4.2,Fairbanks
1999-02,0.21,-16.77,2.7,Fairbanks
1999-03,0.19,7.23,3.5,Fairbanks
1999-04,0.04,32.68,0.9,Fairbanks
1999-05,0.31,46.92,0.4,Fairbanks
1999-06,1.3,61.35,0,Fairbanks
1999-07,2.11,61.48,0,Fairbanks
1999-08,1.85,57.94,0,Fairbanks
1999-09,1.83,45.23,3,Fairbanks
1999-10,0.9,19.47,11.1,Fairbanks
1999-11,0.58,-4.67,11.2,Fairbanks
1999-12,0.73,-12.76,13.8,Fairbanks
2000-01,1.97,-9.9,27.9,Fairbanks
2000-02,,6.69,0.2,Fairbanks
2000-03,0.1,17.56,3,Fairbanks
2000-04,,31.88,,Fairbanks
2000-05,0.74,44.42,,Fairbanks
2000-06,0.72,61.5,0,Fairbanks
2000-07,1.29,59.56,0,Fairbanks
2000-08,3.04,51.63,0,Fairbanks
2000-09,1.48,41.7,1.4,Fairbanks
2000-10,0.91,22.26,9.8,Fairbanks
2000-11,0.37,8.62,7.5,Fairbanks
2000-12,0.16,0.26,2.7,Fairbanks
2001-01,0.4,7.76,6.7,Fairbanks
2001-02,0.66,7,10.7,Fairbanks
2001-03,0.43,9.92,8.6,Fairbanks
2001-04,0.16,33.3,2.2,Fairbanks
2001-05,0.62,44.47,7,Fairbanks
2001-06,0.65,61.07,0,Fairbanks
2001-07,2.45,59.94,0,Fairbanks
2001-08,2.01,57.27,0,Fairbanks
2001-09,0.25,47.48,0.3,Fairbanks
2001-10,0.55,22.03,6.4,Fairbanks
2001-11,0.06,0.55,2.8,Fairbanks
2001-12,0.24,-10.52,4.6,Fairbanks
2002-01,0.54,3.45,11.4,Fairbanks
2002-02,0.18,-0.55,4.2,Fairbanks
2002-03,0.14,9.94,2.2,Fairbanks
2002-04,3.06,23.23,15.4,Fairbanks
2002-05,0.38,50.42,1.8,Fairbanks
2002-06,0.78,58.2,0,Fairbanks
2002-07,2.63,61.79,0,Fairbanks
2002-08,3.02,54.56,,Fairbanks
2002-09,1.09,47.35,,Fairbanks
2002-10,1.05,31.73,14.7,Fairbanks
2002-11,0.05,19.18,1.6,Fairbanks
2002-12,0.41,4.85,9.6,Fairbanks
2003-01,0.28,-3.27,6.9,Fairbanks
2003-02,0.89,11.02,7.8,Fairbanks
2003-03,0.02,8.55,0.8,Fairbanks
2003-04,0.05,33.12,,Fairbanks
2003-05,0.27,47.19,,Fairbanks
2003-06,0.61,60.22,0,Fairbanks
2003-07,5.96,60.66,0,Fairbanks
2003-08,1.89,56.18,0,Fairbanks
2003-09,1.27,41.8,0.1,Fairbanks
2003-10,0.34,32.02,2.6,Fairbanks
2003-11,1.68,9.22,27.6,Fairbanks
2003-12,0.59,-9.1,9.6,Fairbanks
2004-01,0.33,-15.87,8.5,Fairbanks
2004-02,0.33,1.07,8.4,Fairbanks
2004-03,0.29,5.97,5.2,Fairbanks
2004-04,0.03,35.08,0.2,Fairbanks
2004-05,1.96,52.21,,Fairbanks
2004-06,0.31,66.85,0,Fairbanks
2004-07,1.13,64.48,0,Fairbanks
2004-08,0.37,62.19,0,Fairbanks
2004-09,1.34,38.75,1.8,Fairbanks
2004-10,1.12,29.66,17,Fairbanks
2004-11,0.63,7.02,11.9,Fairbanks
2004-12,0.75,-3.34,15,Fairbanks
2005-01,1.17,-9.1,17.8,Fairbanks
2005-02,0.25,-2.29,4.5,Fairbanks
2005-03,0.26,19.56,5.2,Fairbanks
2005-04,0.18,32.18,4.5,Fairbanks
2005-05,1.26,55.58,0,Fairbanks
2005-06,1.93,61.5,0,Fairbanks
2005-07,3.44,62.19,0,Fairbanks
2005-08,0.24,57.34,,Fairbanks
2005-09,1.72,46.28,0.3,Fairbanks
2005-10,0.45,27.39,6.4,Fairbanks
2005-11,0.75,-5.08,14.3,Fairbanks
2005-12,0.15,0.85,4.2,Fairbanks
2006-01,0.22,-22.13,4,Fairbanks
2006-02,0.76,5.57,13.2,Fairbanks
2006-03,0.22,2.97,4.7,Fairbanks
2006-04,0.4,29.47,3.3,Fairbanks
2006-05,0.18,49.69,0,Fairbanks
2006-06,0.71,58.08,,Fairbanks
2006-07,2.24,61.27,0,Fairbanks
2006-08,2.16,54.39,0,Fairbanks
2006-09,0.56,49.5,0.4,Fairbanks
2006-10,0.56,31.66,4.6,Fairbanks
2006-11,0.09,-9.92,1.4,Fairbanks
2006-12,0.48,-1.98,7.8,Fairbanks
2007-01,0.5,-6.63,8.9,Fairbanks
2007-02,0.12,-6.71,1.6,Fairbanks
2007-03,0.2,-6.52,3.3,Fairbanks
2007-04,0.1,37.57,,Fairbanks
2007-05,0.86,51.03,0,Fairbanks
2007-06,1.88,61.6,0,Fairbanks
2007-07,3.67,64.42,0,Fairbanks
2007-08,1.52,60.52,0,Fairbanks
2007-09,1.58,47.05,0,Fairbanks
2007-10,0.51,21.18,9.5,Fairbanks
2007-11,0.11,11.48,4.2,Fairbanks
2007-12,0.31,-3.35,6,Fairbanks
2008-01,0.93,-9.21,14.4,Fairbanks
2008-02,0.18,-5.93,5.4,Fairbanks
2008-03,0.1,15.42,1.4,Fairbanks
2008-04,1.27,29.5,14.7,Fairbanks
2008-05,0.5,49.87,0,Fairbanks
2008-06,2.08,60.22,0,Fairbanks
2008-07,4.12,60.63,,Fairbanks
2008-08,2.66,54.97,,Fairbanks
2008-09,0.64,46.63,1.8,Fairbanks
2008-10,0.76,15.06,12.2,Fairbanks
2008-11,0.28,-1.43,6.5,Fairbanks
2008-12,0.5,-7.79,12.2,Fairbanks
2009-01,0.52,-11.95,9.2,Fairbanks
2009-02,0.59,-1.48,14.1,Fairbanks
2009-03,1.09,5.6,15.5,Fairbanks
2009-04,0.09,31.18,,Fairbanks
2009-05,0.05,51.53,0,Fairbanks
2009-06,1.55,60.25,0,Fairbanks
2009-07,0.06,66.47,0,Fairbanks
2009-08,2.72,54.45,0,Fairbanks
2009-09,0.53,48.5,0.2,Fairbanks
2009-10,0.5,30.71,5.3,Fairbanks
2009-11,0.31,-1.23,7.4,Fairbanks
2009-12,0.36,-2.84,6.8,Fairbanks
2010-01,0.03,-13.73,1,Fairbanks
2010-02,0.15,2.86,2.5,Fairbanks
2010-03,0.09,10.79,1.6,Fairbanks
2010-04,0.29,39.43,,Fairbanks
2010-05,0.24,53.95,0.1,Fairbanks
2010-06,1.36,59.78,0,Fairbanks
2010-07,3.11,62.65,,Fairbanks
2010-08,1.46,59.87,0,Fairbanks
2010-09,1.19,47.12,0,Fairbanks
2010-10,0.45,27.52,7.7,Fairbanks
2010-11,1.71,11.92,11.6,Fairbanks
2010-12,0.23,-17.87,4.1,Fairbanks
2011-01,0.19,-6,3.1,Fairbanks
2011-02,1.62,-6.52,30.3,Fairbanks
2011-03,0.15,7.24,2.9,Fairbanks
2011-04,0.07,31.77,1.7,Fairbanks
2011-05,0.04,52.4,,Fairbanks
2011-06,1.77,60.43,0,Fairbanks
2011-07,1.7,61.73,0,Fairbanks
2011-08,1.6,57.18,0,Fairbanks
2011-09,0.65,48.92,,Fairbanks
2011-10,0.32,28.89,4.2,Fairbanks
2011-11,0.46,-8.2,9.2,Fairbanks
2011-12,0.95,3.98,12.2,Fairbanks
2012-01,0.69,-26.85,9.6,Fairbanks
2012-02,0.42,5.91,7.5,Fairbanks
2012-03,0.74,4.47,14.7,Fairbanks
2012-04,0.07,36.88,,Fairbanks
2012-05,0.73,47.89,,Fairbanks
2012-06,1.39,61.58,0,Fairbanks
2012-07,1.72,60.82,0,Fairbanks
2012-08,1.45,56.27,0,Fairbanks
2012-09,0.55,45.53,,Fairbanks
2012-10,1.38,22.52,7.1,Fairbanks
2012-11,0.29,-8.75,4.2,Fairbanks
2012-12,1.19,-17.26,18.6,Fairbanks
2013-01,0.79,-2.65,9.9,Fairbanks
2013-02,0.48,-1.43,10.7,Fairbanks
2013-03,0.26,7.13,6.2,Fairbanks
2013-04,0.66,17.95,9.9,Fairbanks
2013-05,0.15,44.27,2,Fairbanks
2013-06,0.43,66.8,0,Fairbanks
2013-07,1.01,64.29,0,Fairbanks
2013-08,2.02,59.39,0,Fairbanks
2013-09,1.74,43.78,0.7,Fairbanks
2013-10,0.59,36.13,0.7,Fairbanks
2013-11,1.74,6.08,17.6,Fairbanks
2013-12,0.78,-4.52,14.3,Fairbanks
2014-01,0.22,7.63,2.5,Fairbanks
2014-02,0.4,-4.36,7.1,Fairbanks
2014-03,0.21,13.9,3.1,Fairbanks
2014-04,0.2,33.92,2.9,Fairbanks
2014-05,0.06,51.32,,Fairbanks
2014-06,3.56,58.42,0,Fairbanks
2014-07,5.78,61,0,Fairbanks
2014-08,2.29,59.08,0,Fairbanks
2014-09,2.89,46.37,0.3,Fairbanks
2014-10,0.44,25.16,5.7,Fairbanks
2014-11,0.18,10.75,3.8,Fairbanks
2014-12,0.93,8.05,15.2,Fairbanks
2015-01,0.15,-6.47,4.6,Fairbanks
2015-02,0.48,0.98,4,Fairbanks
2015-03,0.49,15.47,8.1,Fairbanks
2015-04,0.16,36.8,2.1,Fairbanks
2015-05,0.29,55.26,0,Fairbanks
2015-06,1.03,59.75,0,Fairbanks
2015-07,2.78,62.21,0,Fairbanks
2015-08,2.58,54.56,0,Fairbanks
2015-09,3.74,42.4,20.9,Fairbanks
2015-10,0.83,31.82,3.8,Fairbanks
2015-11,1.78,9.07,25.4,Fairbanks
2015-12,0.07,-2.16,1.1,Fairbanks
2016-01,0.01,3.48,0.8,Fairbanks
2016-02,0.05,7.9,0.6,Fairbanks
2016-03,0.53,19.81,3.7,Fairbanks
2016-04,0.52,42.42,3.7,Fairbanks
2016-05,0.78,53.44,,Fairbanks
2016-06,3.29,59.97,0,Fairbanks
2016-07,4.97,63.4,0,Fairbanks
2016-08,1.56,61.15,0,Fairbanks
2016-09,2.08,46.23,,Fairbanks
2016-10,0.02,26.73,0.8,Fairbanks
2016-11,0.29,3.68,4.4,Fairbanks
2016-12,1.99,-8.37,33.5,Fairbanks
2017-01,0.96,-9.48,17,Fairbanks
2017-02,1.24,0.68,23.3,Fairbanks
2017-03,0.17,-2.98,3.5,Fairbanks
2017-04,0.09,36.07,1.2,Fairbanks
2017-05,0.59,49.77,,Fairbanks
2017-06,1.73,62.78,0,Fairbanks
2017-07,1.94,65.71,0,Fairbanks
2017-08,2.15,58.81,0,Fairbanks
2017-09,1.42,47.98,,Fairbanks
2017-10,2.44,31.18,5.2,Fairbanks
2017-11,1.36,4.8,24.6,Fairbanks
2017-12,0.38,8.95,7,Fairbanks
2018-01,1.1,-6,14.1,Fairbanks
2018-02,1.56,2.61,23.4,Fairbanks
2018-03,0.58,15.61,8.9,Fairbanks
2018-04,0.15,31.32,1.8,Fairbanks
2018-05,1.15,49.68,0.7,Fairbanks
2018-06,0.57,58.83,,Fairbanks
2018-07,1.01,63.92,0,Fairbanks
2018-08,4.15,55.48,0,Fairbanks
2018-09,1.86,48.18,0,Fairbanks
2018-10,0.52,34.53,0.7,Fairbanks
2018-11,0.68,11.7,13.5,Fairbanks
2018-12,0.42,0.08,7.5,Fairbanks
2019-01,0.65,-6.87,11.5,Fairbanks
2019-02,0.79,5.46,16.1,Fairbanks
2019-03,0.45,27.63,2.8,Fairbanks
2019-04,0.59,36.97,5.4,Fairbanks
2019-05,1.01,53.84,,Fairbanks
2019-06,1.51,63.52,,Fairbanks
2019-07,0.89,65.98,0,Fairbanks
2019-08,5.58,55.61,0,Fairbanks
2019-09,1.04,48.43,0,Fairbanks
2019-10,1.68,31.69,3.3,Fairbanks
2019-11,1.83,13.2,23.7,Fairbanks
2019-12,0.38,-5.35,6.9,Fairbanks
2020-01,0.42,-21.4,7.3,Fairbanks
2020-02,0.5,-6.02,8,Fairbanks
2020-03,1.59,8.82,27.5,Fairbanks
2020-04,1.27,30.53,7.9,Fairbanks
2020-05,0.49,53.29,0,Fairbanks
2020-06,3.09,59.8,0,Fairbanks
2020-07,2.31,60.97,0,Fairbanks
2020-08,2.12,59.73,0,Fairbanks
2020-09,1.21,47.6,0,Fairbanks
2020-10,0.7,27.39,8.8,Fairbanks
2020-11,1.38,2.03,24.7,Fairbanks
2020-12,0.22,0.21,3.6,Fairbanks
2021-01,0.04,-1.45,0.5,Fairbanks
2021-02,1.37,-9.23,21.9,Fairbanks
2021-03,0.89,5.87,15.1,Fairbanks
2021-04,1.35,26.58,16.7,Fairbanks
2021-05,0.36,51.87,0,Fairbanks
2021-06,1.06,63.12,,Fairbanks
2021-07,2.18,64.76,0,Fairbanks
2021-08,3.67,56.79,0,Fairbanks
2021-09,0.37,44.08,2.3,Fairbanks
2021-10,1.31,30.79,8,Fairbanks
2021-11,0.41,0.62,6.2,Fairbanks
2021-12,5.73,1.47,49.7,Fairbanks
2022-01,0.2,-7.63,3.2,Fairbanks
2022-02,1.44,-0.12,22.5,Fairbanks
2022-03,0.13,13.37,1.6,Fairbanks
2022-04,0.02,28.28,0.5,Fairbanks
2022-05,1.09,48.71,1.3,Fairbanks
2022-06,0.53,62.62,0,Fairbanks
2022-07,0.51,63.37,0,Fairbanks
2022-08,1.39,58.98,0,Fairbanks
2022-09,1.45,47.8,0,Fairbanks
2022-10,0.77,28.34,5,Fairbanks
2022-11,0.64,9.12,9.8,Fairbanks
2022-12,1.13,-4.45,15.4,Fairbanks
2023-01,0.65,-0.08,12.2,Fairbanks
2023-02,1.03,0.34,20.9,Fairbanks
2023-03,0.36,11.23,5.8,Fairbanks
2023-04,0.51,21.45,8.6,Fairbanks
2023-05,0.28,50.94,0,Fairbanks
2023-06,1.66,60.45,,Fairbanks
2023-07,0.7,67.08,0,Fairbanks
2023-08,1.83,61.21,0,Fairbanks
2023-09,0.92,44.67,0,Fairbanks
2023-10,1.12,26.95,14.9,Fairbanks
2023-11,0.57,15.72,11,Fairbanks
2023-12,0.96,-3.94,17.1,Fairbanks
2024-01,0.49,-12.68,10.8,Fairbanks
1940-01,5.91,21.47,33,Valdez
1940-02,1.24,25.28,11.8,Valdez
1940-03,2.5,27.58,25,Valdez
1940-04,1.96,40.23,2,Valdez
1940-05,3.96,45.5,2,Valdez
1940-06,3.46,52.05,0,Valdez
1940-07,2.32,54.58,0,Valdez
1940-08,5.5,51.56,0,Valdez
1940-09,12,46.58,,Valdez
1940-10,6.25,38.94,0.3,Valdez
1940-11,7.25,26.5,17.8,Valdez
1940-12,5.26,24.62,33.9,Valdez
1941-01,4.4,17.16,54.5,Valdez
1941-02,5.8,26.25,69.5,Valdez
1941-03,8.61,32.97,45,Valdez
1941-04,9.96,38.35,10,Valdez
1941-05,1.86,44.11,0,Valdez
1941-06,3.94,50.9,0,Valdez
1941-07,7.95,51.98,0,Valdez
1941-08,1.59,54.52,0,Valdez
1941-09,2.5,47.53,0,Valdez
1941-10,3.99,37.85,3.5,Valdez
1941-11,4.86,24.65,54,Valdez
1941-12,2.37,21.21,34,Valdez
1942-01,6.13,23.25,24.7,Valdez
1942-02,6.67,27.64,40.5,Valdez
1942-03,3.53,28.31,37.5,Valdez
1942-04,1.52,36.85,3,Valdez
1942-05,1.01,46.85,0,Valdez
1942-06,2,51.19,0,Valdez
1942-07,4.84,52.6,,Valdez
1942-08,11.49,51.45,,Valdez
1942-09,8.69,49.69,,Valdez
1942-10,6.09,39.48,3.5,Valdez
1942-11,0.53,22.57,12.7,Valdez
1942-12,0.95,11.37,20.7,Valdez
1943-01,6.24,15.9,98,Valdez
1943-02,5.87,21.14,53,Valdez
1943-03,0.4,25.39,7.9,Valdez
1943-04,3.73,34.87,9,Valdez
1943-05,,,,Valdez
1943-06,,,,Valdez
1943-07,,,,Valdez
1943-08,3.12,51.06,,Valdez
1943-09,15.35,44.5,0,Valdez
1943-10,5.33,38.5,0.8,Valdez
1943-11,9.52,31.33,13,Valdez
1943-12,15.95,27.18,62.1,Valdez
1944-01,6.39,24.56,57.5,Valdez
1944-02,3.9,21.59,39.7,Valdez
1944-03,5.21,26.26,44.5,Valdez
1944-04,0.62,34.23,,Valdez
1944-05,4.52,42.26,0,Valdez
1944-06,1.73,51.15,0,Valdez
1944-07,4.43,51.74,0,Valdez
1944-08,9.5,51.68,0,Valdez
1944-09,8.76,45.38,0,Valdez
1944-10,9.77,36.65,5,Valdez
1944-11,4.52,28.52,25,Valdez
1944-12,8.44,21.39,38.9,Valdez
1945-01,3.87,22.58,34.5,Valdez
1945-02,6.68,24.98,60,Valdez
1945-03,2.34,26.19,23,Valdez
1945-04,1,32.5,11,Valdez
1945-05,3.19,42.24,3.5,Valdez
1945-06,2.65,49.68,0,Valdez
1945-07,2.27,52.63,0,Valdez
1945-08,11.29,49.82,,Valdez
1945-09,6.64,46.25,,Valdez
1945-10,12.83,35.11,22.5,Valdez
1945-11,1.08,20.42,18.5,Valdez
1945-12,2.94,17.66,34.5,Valdez
1946-01,3.59,19.84,57.5,Valdez
1946-02,4.08,24.43,50.5,Valdez
1946-03,2.19,24.85,20.5,Valdez
1946-04,,34.68,,Valdez
1946-05,4.59,41.83,0,Valdez
1946-06,1.12,51.2,0,Valdez
1946-07,1.69,53.48,,Valdez
1946-08,5.42,50.13,0,Valdez
1946-09,2.49,46.34,0,Valdez
1946-10,7.98,36.65,18.6,Valdez
1946-11,3.97,22.6,34.2,Valdez
1946-12,7.83,11.33,77,Valdez
1947-01,8.33,9.75,80.3,Valdez
1947-02,5.48,22.29,55.4,Valdez
1947-03,6.83,30.36,40.8,Valdez
1947-04,0.97,33.13,3.4,Valdez
1947-05,4.48,42.47,7.2,Valdez
1947-06,2.76,49.59,,Valdez
1947-07,3.99,54.21,,Valdez
1947-08,7.59,52.28,0,Valdez
1947-09,13.11,46.25,,Valdez
1947-10,2.22,38.57,3.5,Valdez
1947-11,5.86,30.1,9.1,Valdez
1947-12,3.15,24.76,60.4,Valdez
1948-01,13.74,23.68,94.1,Valdez
1948-02,3.61,16.21,25.8,Valdez
1948-03,1.92,22.34,19.1,Valdez
1948-04,,33.55,,Valdez
1948-05,0.98,46.08,0,Valdez
1948-06,1.24,51.18,,Valdez
1948-07,5.96,53.24,0,Valdez
1948-08,3.33,50.76,0,Valdez
1948-09,8.99,44.85,0,Valdez
1948-10,8.44,36.77,6,Valdez
1948-11,7.08,22.05,25,Valdez
1948-12,2.5,13.85,38.4,Valdez
1949-01,15.17,20.4,127.1,Valdez
1949-02,1.65,12.54,20.5,Valdez
1949-03,9.36,27.87,69,Valdez
1949-04,2.81,32.88,24,Valdez
1949-05,4.78,40.06,22,Valdez
1949-06,4.86,48,0,Valdez
1949-07,3.16,51.81,0,Valdez
1949-08,5.02,52.6,0,Valdez
1949-09,13.2,46.75,0,Valdez
1949-10,6.12,38.47,1,Valdez
1949-11,6.47,28.67,13.2,Valdez
1949-12,3.28,15.69,56.7,Valdez
1950-01,1.2,17.5,25,Valdez
1950-02,0.23,15.46,3.3,Valdez
1950-03,0.62,29.11,6.2,Valdez
1950-04,2.38,35.88,6.5,Valdez
1950-05,4.69,43.08,,Valdez
1950-06,5.9,50.92,0,Valdez
1950-07,4.3,51.08,0,Valdez
1950-08,2.2,51.63,0,Valdez
1950-09,10.78,43.87,0,Valdez
1950-10,3.35,34.9,14.6,Valdez
1950-11,0.61,17.97,9,Valdez
1950-12,3.71,20.89,59.5,Valdez
1951-01,3.71,11.81,41.1,Valdez
1951-02,3.76,17.5,51,Valdez
1951-03,2.21,18.32,19,Valdez
1951-04,4.68,34,5,Valdez
1951-05,1.19,42.47,0,Valdez
1951-06,3.56,48.8,0,Valdez
1951-07,2.2,54.21,0,Valdez
1951-08,3.47,49.98,0,Valdez
1951-09,16.75,46.07,0,Valdez
1951-10,5.33,34.77,11.6,Valdez
1951-11,7.3,27.45,13.2,Valdez
1951-12,5.11,15.13,74.7,Valdez
1952-01,1.29,9.81,15,Valdez
1952-02,2.2,22.31,38.3,Valdez
1952-03,5.3,27.48,16.6,Valdez
1952-04,4.14,30.43,12.8,Valdez
1952-05,2.7,40.08,14,Valdez
1952-06,2.13,48.93,0,Valdez
1952-07,8.28,51.02,0,Valdez
1952-08,3.64,51.4,0,Valdez
1952-09,6.36,46.22,0,Valdez
1952-10,15.9,37.87,3,Valdez
1952-11,17.38,31.68,13.3,Valdez
1952-12,5.68,22.71,25.5,Valdez
1953-01,3.69,12.44,40.8,Valdez
1953-02,16.09,24.46,118,Valdez
1953-03,2.33,23.08,18,Valdez
1953-04,4.48,35.92,27,Valdez
1953-05,1.2,43.92,0,Valdez
1953-06,1.49,53.13,0,Valdez
1953-07,2.52,54.13,,Valdez
1953-08,7.12,51.21,0,Valdez
1953-09,6.93,45.4,0,Valdez
1953-10,6.4,36.1,10,Valdez
1953-11,1.9,23.73,16.5,Valdez
1953-12,6.71,21.97,79.5,Valdez
1954-01,7.18,17.94,58.5,Valdez
1954-02,8.62,15.8,74,Valdez
1954-03,3.88,25.06,38.5,Valdez
1954-04,0.35,32.4,,Valdez
1954-05,1.75,44.13,0,Valdez
1954-06,0.81,51.12,0,Valdez
1954-07,4.96,53.45,0,Valdez
1954-08,6.36,51.73,0,Valdez
1954-09,6.92,47.12,,Valdez
1954-10,9.19,38.52,1.5,Valdez
1954-11,4.82,29.42,15,Valdez
1954-12,5.37,15.02,58,Valdez
1955-01,10.7,20.97,114.5,Valdez
1955-02,6.32,21.45,82,Valdez
1955-03,5.54,22.48,65.5,Valdez
1955-04,4.13,30.27,28.5,Valdez
1955-05,1.91,39.61,,Valdez
1955-06,6.59,46.12,0,Valdez
1955-07,3.86,52.85,0,Valdez
1955-08,10.64,50.45,0,Valdez
1955-09,5.41,45.58,0,Valdez
1955-10,6,34.92,8.5,Valdez
1955-11,2.54,16.75,48.5,Valdez
1955-12,12.59,17.21,109,Valdez
1956-01,3.24,17.1,45,Valdez
1956-02,6.67,16.12,63,Valdez
1956-03,4.84,21.71,47,Valdez
1956-04,6.16,33.13,40,Valdez
1956-05,8.12,38.89,7,Valdez
1956-06,3.17,47.73,0,Valdez
1956-07,6.72,52.03,0,Valdez
1956-08,6.34,50.53,0,Valdez
1956-09,7.57,44.38,4,Valdez
1956-10,4.35,34.02,41,Valdez
1956-11,16.12,22.84,131,Valdez
1956-12,2.67,15.4,41,Valdez
1957-01,5.9,15.66,66.2,Valdez
1957-02,4.66,21.88,53.5,Valdez
1957-03,4.42,29.11,38,Valdez
1957-04,2.51,36.47,2,Valdez
1957-05,1.19,46.45,0,Valdez
1957-06,1.31,54.4,0,Valdez
1957-07,3.97,53.79,0,Valdez
1957-08,6.56,53.45,0,Valdez
1957-09,17.6,45.98,,Valdez
1957-10,9.48,39.21,0,Valdez
1957-11,10.73,31.29,22.5,Valdez
1957-12,4.05,17.37,48.3,Valdez
1958-01,7.26,20.68,58.5,Valdez
1958-02,1.27,23.04,11,Valdez
